domain,apli,version,users,am,ahy,posts ,
podhubie.vsieti.sk,pleroma,2.4.53-4-g64945b3b.develop+soapbox,33 ,5 ,18 ,169 ,
social.omaelse.de,mastodon,4.1.5,2 ,1 ,2 ,8 ,
mk.howamun.day,misskey,13.14.2,4 ,null,null,197 ,
social.skynetcloud.site,mastodon,4.2.0,1 ,1 ,1 ,494 ,
rails.social,mastodon,4.0.2,5 ,1 ,2 ,57 ,
pleroma.faba.icu,pleroma,2.4.4,1 ,null,null,38 ,
worldtravel.photos,mastodon,4.2.0,1 ,1 ,2 ,90 ,
mastodon.gibald.com,mastodon,4.2.0,1 ,1 ,1 ,0 ,
pl.independen.top,pleroma,2.5.5,1 ,1 ,1 ,104 ,
daan.social,mastodon,4.1.9,2 ,2 ,2 ,19 ,
xivgposing.masto.host,mastodon,4.2.0,36 ,26 ,38 ,1088 ,
catgirl.life,misskey,12.119.1,783 ,5 ,74 ,14305 ,
mastodon.datanom.net,mastodon,3.5.5,3 ,1 ,1 ,0 ,
sakura-rage.net,pleroma,1.0.3-HEAD,2 ,null,null,8567 ,
fedi.donthaveaclueman.com,pleroma,2.5.5,8 ,0 ,2 ,42 ,
mstdn.neigepluie.net,mastodon,3.3.3,2 ,1 ,1 ,54 ,
mastodon.vdoor.ch,mastodon,4.1.7,4 ,1 ,2 ,3 ,
mastodon.snakenode.eu,mastodon,4.2.0,2 ,1 ,1 ,36 ,
amungus.duckdns.org,mastodon,4.1.3+glitch,1 ,1 ,1 ,0 ,
bussy.monster,pleroma,2.4.3,5 ,null,null,1128 ,
lowlab.social,mastodon,4.2.0-beta3,1 ,1 ,1 ,16 ,
caluser.social,mastodon,4.1.6,2 ,1 ,1 ,3 ,
rpvortex.online,mastodon,4.2.0,215 ,209 ,214 ,8880 ,
mastodon.aspisdata.com,mastodon,4.2.0,2 ,1 ,1 ,293 ,
unipar.online,mastodon,3.4.0,242 ,13 ,34 ,1329 ,
remnant.social,ecko,3.4.9001,25 ,0 ,2 ,414 ,
social.singularity.sh,mastodon,4.2.0,1 ,1 ,1 ,28 ,
social.spline.de,pleroma,2.5.5-1-g39bc1911-spline,14 ,4 ,6 ,7 ,
pleroma.interhacker.space,pleroma,2.5.2,22 ,3 ,4 ,122 ,
mastodon.noizycat.com,mastodon,3.0.1,15 ,1 ,2 ,4968 ,
social.paladyn.org,pleroma,2.5.5+debian.1.1,3 ,1 ,1 ,87 ,
staging.mstdn.misaca.network,mastodon,4.0.0,1 ,0 ,0 ,14 ,
social.scholzbande.de,mastodon,4.1.4,2 ,2 ,2 ,7 ,
mstdn.duckdns.org,mastodon,4.0.2,1 ,1 ,1 ,10 ,
mastodon.thedirtydis.co,mastodon,4.2.0-beta1,2 ,0 ,2 ,1 ,
dankchicken.social,mastodon,4.1.2,1 ,1 ,1 ,8 ,
posvib.es,mastodon,4.2.0,10 ,0 ,1 ,59 ,
grand-duchy.net,mastodon,4.2.0,5 ,0 ,1 ,39 ,
social.primeos.dev,pleroma,2.4.0-516-gdc63aaf8,3 ,null,null,389 ,
entomophagy.world,mastodon,4.2.0,1 ,1 ,1 ,141 ,
social.laboratomium.de,mastodon,4.2.0,2 ,1 ,1 ,96 ,
mastodon.ecnelises.com,mastodon,4.2.0,32 ,2 ,3 ,1280 ,
anosdesiertos.love,mastodon,3.5.3,5 ,2 ,2 ,159 ,
social.namok.be,pleroma,2.2.1,1 ,null,null,116 ,
buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life,pleroma,2.5.5,105 ,55 ,61 ,681 ,
theopjones.com,mastodon,4.2.0,1 ,1 ,1 ,44 ,
mstdn.mk39.xyz,mastodon,4.1.4,1 ,1 ,1 ,589 ,
otakufarms.com,pleroma,2.3.0,41 ,null,null,132 ,
sio.masto.host,mastodon,4.2.0,3 ,0 ,3 ,0 ,
mxin.org,mastodon,3.4.6,6 ,0 ,1 ,63 ,
mas.todo.town,mastodon,4.0.2,7 ,1 ,3 ,93 ,
social.kitsi.biz,pleroma,2.2.1,145 ,null,null,2503 ,
saigyouji.cyou,mastodon,3.5.3,2 ,0 ,1 ,2461 ,
shinobu.space,calckey,13.1.4.1,6 ,1 ,4 ,28 ,
pl.veryamt.com,pleroma,2.4.1,5 ,null,null,367 ,
boeck.social,mastodon,4.2.0,2 ,1 ,1 ,3 ,
dis.piconet.co.uk,misskey,13.14.2,7 ,null,null,866 ,
catgirls.cafe,calckey,14.0.0-rc3,4 ,1 ,2 ,5 ,
social.stephenson.cc,pleroma,1.0.7-2-ga067cf0f,5 ,null,null,14 ,
mastodon.izzz.fr,mastodon,3.5.1,1 ,0 ,1 ,30 ,
social.travisshears.xyz,pleroma,2.4.5-2-gd8e32646,4 ,null,null,605 ,
modak.boo,firefish,1.0.3,5 ,3 ,3 ,997 ,
mdx.ggtea.org,mastodon,3.5.10 06f906acac,11 ,2 ,2 ,242 ,
mastodon.marcusquinn.com,mastodon,4.2.0,1 ,0 ,0 ,3 ,
pleroma.defis.info,pleroma,2.5.0,1 ,0 ,1 ,15 ,
m.rthome.me,mastodon,3.2.1,17647 ,36 ,309 ,666 ,
upload.chat,mastodon,4.1.5,3 ,1 ,1 ,59 ,
nishimin.net,misskey,13.3.2,2 ,null,null,51 ,
blueadair.net,mastodon,4.2.0,115 ,26 ,64 ,3640 ,
mastodon.roon.fr,mastodon,4.1.2,1 ,1 ,1 ,0 ,
toot.ecclesias.net,mastodon,3.2.1,8 ,1 ,4 ,31 ,
animalliberation.social,mastodon,3.0.0,1282 ,6 ,52 ,4626 ,
clamo.red,pleroma,2.0.1-develop,2 ,null,null,4 ,
social.ryankes.eu,mastodon,4.2.0,1 ,1 ,1 ,49 ,
social.pcwideopen.com,pleroma,2.4.4,1 ,null,null,977 ,
smile.brandonage.xyz,pleroma,2.5.5,2 ,1 ,1 ,6 ,
superawesomeclub.vip,mastodon,4.2.0,5 ,0 ,2 ,35 ,
mastodon.mado.moe,mastodon,4.1.4,2 ,1 ,2 ,242 ,
b612.moe,misskey,12.110.1,3 ,0 ,0 ,31 ,
social.unturf.com,mastodon,4.2.0,16 ,0 ,1 ,425 ,
mastodon.runninginthenight.com,mastodon,4.2.0,1 ,0 ,1 ,44 ,
social.epenguin.com,pleroma,2.5.54-2739-g43ee0327.develop+soapbox,2 ,1 ,1 ,61 ,
unpopular.me,mastodon,4.0.2,10 ,6 ,9 ,81 ,
pleroma.lclsea.icu,pleroma,2.4.2,3 ,null,null,34 ,
computational.agency,mastodon,3.3.0,11 ,0 ,0 ,11 ,
huaren.social,mastodon,3.1.3,7 ,4 ,5 ,945 ,
happytoo.cyou,pleroma,2.5.5,3 ,3 ,3 ,1504 ,
social.thorjhanson.com,pleroma,2.5.0,1 ,1 ,1 ,6 ,
social.madeoutofmeat.com,pleroma,2.4.4,1 ,null,null,37 ,
m.rynftz.gr,mastodon,4.1.4,1 ,1 ,1 ,14 ,
pleroma.chez-papy-daarky.ovh,pleroma,2.5.5,2 ,2 ,2 ,407 ,
ncc1701e.social,mastodon,4.2.0,3 ,0 ,2 ,2 ,
cascadia.games,mastodon,3.3.0,1 ,1 ,1 ,110 ,
sac.moe,mastodon,4.1.2,1 ,0 ,2 ,1 ,
alva.host,mastodon,4.0.2,1 ,1 ,1 ,5 ,
rsngrtn.fyi,mastodon,4.2.0,2 ,2 ,2 ,218 ,
bnamed.social,mastodon,4.2.0,3 ,1 ,1 ,23 ,
tpo.world,pleroma,2.4.3,1 ,null,null,18 ,
slonik.0chan.ru,mastodon,3.5.3,56 ,6 ,25 ,672 ,
thehacker.jp,mastodon,4.1.4,5 ,1 ,2 ,48 ,
fediverse.yapbreak.fr,pleroma,2.5.5,7 ,1 ,1 ,122 ,
micro.alden.page,pleroma,2.5.5,1 ,1 ,1 ,6 ,
blog.serverok.pl,pleroma,2.5.4,1 ,1 ,1 ,20 ,
nakamoto.social,mastodon,3.4.6,2 ,0 ,0 ,104 ,
plagu.ee,pleroma,2.5.54-0-g338793f9b-ryona-dev,9 ,2 ,2 ,182 ,
masto.epoch.dk,mastodon,4.2.0,4 ,2 ,3 ,57 ,
wave.kaosteam.net,pleroma,2.4.51-335-ga3094b64-develop,3 ,1 ,1 ,7 ,
uksocial.net,mastodon,4.2.0,4 ,0 ,1 ,51 ,
pleroma.rucknium.me,pleroma,2.5.0,1 ,0 ,1 ,42 ,
pl.brodi.me,pleroma,2.5.54-603-g95261979+soapbox,1 ,1 ,1 ,45 ,
social.campusgemeinde.de,mastodon,4.2.0,4 ,1 ,2 ,208 ,
masto.emergenzehack.info,mastodon,3.4.10,2 ,0 ,0 ,407 ,
therealium.xyz,pleroma,2.5.0,2 ,1 ,2 ,33 ,
derg.zone,mastodon,4.2.0,2 ,2 ,2 ,7 ,
social.lacheiner.at,mastodon,4.1.4,1 ,1 ,1 ,4 ,
post.habitattt.it,mastodon,3.5.3,1 ,0 ,0 ,1 ,
friends.undeadnetwork.de,pleroma,2.5.5,2 ,1 ,1 ,147 ,
radiostatler.social,mastodon,4.2.0,1 ,0 ,1 ,0 ,
hallsofamenti.io,misskey,12.120.0-alpha.7,2713 ,20 ,83 ,101750 ,
mstdn.ingrats.net,mastodon,4.2.0,4 ,2 ,2 ,9709 ,
feed.possumgraveyard.com,pleroma,2.1.50-517-gbc3cf0fe-develop,1 ,null,null,0 ,
social.inter-mundos.de,mastodon,4.1.9,2 ,1 ,1 ,52 ,
tonibot.ddns.net,pleroma,2.5.5,1 ,1 ,1 ,2 ,
jon-s.com,mastodon,4.2.0,1 ,1 ,1 ,6 ,
mastodon.4af.eu,mastodon,3.5.3,1 ,1 ,1 ,0 ,
uvensys.social,mastodon,4.0.2,4 ,0 ,2 ,65 ,
mastodont.yvees.ovh,mastodon,4.2.0,3 ,2 ,2 ,1792 ,
pleroma.zenwillow.website,pleroma,2.3.0-1-gb221d77a,105 ,null,null,42 ,
haskell.social,pleroma,2.5.2-13-g2d193861,36 ,1 ,2 ,100 ,
pleroma.purexo.mom,pleroma,2.5.0,1 ,1 ,1 ,52 ,
say.lt,mastodon,4.1.6,3 ,1 ,3 ,6 ,
mammouth.mulot.org,mastodon,4.2.0,2 ,1 ,1 ,6 ,
mstdn.crux.noho.st,mastodon,4.1.9,2 ,1 ,1 ,4 ,
mewitoot.de,mastodon,4.1.9,2 ,1 ,1 ,0 ,
social.cizmar.net,pleroma,2.3.0-1-gb221d77a,6 ,null,null,38 ,
esolis.social,mastodon,4.1.4,1 ,1 ,1 ,0 ,
akkoma.netzwerk-it.org,pleroma,2.5.0,3 ,0 ,1 ,1 ,
mastodon.fosslife.org,mastodon,3.1.5,180 ,13 ,42 ,2269 ,
ferrovipath.es,mastodon,3.5.14,4 ,1 ,8 ,114 ,
mastodon.thewdhanat.com,mastodon,4.1.6,1 ,0 ,1 ,8 ,
utopie.peacefrogs.net,pleroma,2.4.4,2 ,null,null,38 ,
bilincakisi.com,mastodon,4.0.0,20 ,1 ,1 ,1289 ,
toot.codesocial.org,mastodon,3.5.2,1 ,0 ,0 ,1 ,
social.kaisare.in,mastodon,4.2.0,1 ,1 ,1 ,95 ,
sts.ditatompel.com,mastodon,4.1.4,9 ,1 ,4 ,30 ,
social.demonix.fr,pleroma,2.5.5,1 ,1 ,1 ,42 ,
mastodon.deadbyte.is,mastodon,4.2.0,1 ,0 ,1 ,0 ,
toot.shortbus.fail,mastodon,4.2.0,10 ,5 ,6 ,423 ,
social.ndn.digital,mastodon,3.4.3,13 ,0 ,1 ,19 ,
pleroma.mass-trespass.uk,pleroma,2.4.1,2 ,null,null,16 ,
tooteam.potchan.org,mastodon,3.1.3,11 ,1 ,1 ,151 ,
mastogros.com,mastodon,3.5.3,1 ,0 ,0 ,95 ,
social.markofall.com,mastodon,4.2.0,2 ,1 ,2 ,3 ,
social.citsc.de,mastodon,3.4.4,2 ,2 ,2 ,57 ,
social.bearygoosey.com,pleroma,2.3.0-1-gb221d77a,9 ,null,null,15 ,
don.taprix.org,mastodon,4.1.4,1 ,1 ,1 ,1564 ,
social.luca0n.com,pleroma,2.5.2-13-g2d193861,1 ,1 ,1 ,4 ,
f.thesolarrepublic.org,pleroma,2.5.2-13-g2d193861,1 ,1 ,1 ,16 ,
dat-a.com,mastodon,4.2.0,1 ,1 ,1 ,243 ,
erica.moe,mastodon,4.1.9,20 ,7 ,13 ,7258 ,
atto.town,misskey,12.112.2,4 ,1 ,1 ,76 ,
kevinianbryan.social,mastodon,4.1.4,3 ,1 ,1 ,556 ,
mastodon.trek3.io,mastodon,4.1.0,2 ,0 ,1 ,8 ,
gfk.social,mastodon,4.2.0,1 ,1 ,1 ,165 ,
social.vyvojari.dev,mastodon,4.0.2,10 ,1 ,4 ,73 ,
mew.lgbt,mastodon,4.0.2,1 ,0 ,1 ,0 ,
rainbow.lol,mastodon,4.0.2,6 ,1 ,3 ,341 ,
dctr.uk,mastodon,4.2.0,2 ,0 ,0 ,5 ,
mastodon.iut-larochelle.fr,mastodon,4.0.2,30 ,1 ,2 ,360 ,
trebo.chat,mastodon,4.2.0,15 ,10 ,13 ,947 ,
social.intermittent.network,mastodon,4.1.3,1 ,1 ,1 ,1 ,
frootmig.net,mastodon,4.1.9,2 ,2 ,2 ,402 ,
mastodon.finonet.de,mastodon,4.1.8,41 ,0 ,1 ,62 ,
mastodon.bach-bellan.fr,mastodon,4.2.0,3 ,2 ,2 ,3 ,
rave.ineptiarum.ca,pleroma,2.5.5,1 ,1 ,1 ,124 ,
fotz.cc,mastodon,4.2.0,5 ,1 ,2 ,3 ,
misskey.sagt.xyz,misskey,13.14.2,3 ,null,null,21 ,
cloudfiction.social,mastodon,4.2.0,2 ,1 ,1 ,12 ,
pleroma.oleg.kim,pleroma,2.2.50-622-ge4f1d8f4-develop,196 ,null,null,262 ,
hub.adnan.network,mastodon,3.5.1,2 ,0 ,1 ,0 ,
oh.mastocaz.zone,mastodon,4.0.2,5 ,0 ,0 ,5 ,
chatty.littleblue.men,mastodon,4.1.4,2 ,0 ,1 ,0 ,
mastodon.math.unipd.it,mastodon,3.5.2,18 ,2 ,8 ,41 ,
social.edgetribe.net,mastodon,4.0.2,1 ,1 ,1 ,4 ,
international.idontcare.club,pleroma,2.5.0,4 ,3 ,3 ,20 ,
mastodon.lowol.org,mastodon,4.1.4,2 ,1 ,1 ,65 ,
nine.land,mastodon,3.5.13,22 ,10 ,14 ,2280 ,
pleroma.brzozow.xyz,pleroma,2.5.2-13-g2d193861,3 ,1 ,6 ,296 ,
mk.godspeed.moe,misskey,13.14.2,34 ,null,null,3172 ,
social.michaelsantillan.com,pleroma,2.4.3,1 ,null,null,55 ,
cthulhu.love,mastodon,3.5.3,4 ,0 ,0 ,3 ,
masto.syntheticmemory.net,mastodon,4.2.0,1 ,1 ,1 ,19 ,
pouet.me,mastodon,4.2.0,3 ,3 ,3 ,439 ,
omani.social,mastodon,4.2.0,13 ,4 ,9 ,98 ,
fedi.gemlog.ca,mastodon,4.1.4+glitch,2 ,1 ,2 ,0 ,
extraordinarygeeks.social,mastodon,4.2.0,8 ,2 ,3 ,45 ,
dnk.todon.de,mastodon,4.2.0,1 ,1 ,1 ,6 ,
social.zigzak.net,mastodon,4.1.7,4 ,2 ,3 ,143 ,
pleroma.doingyourmom.club,pleroma,2.4.3,9 ,null,null,196 ,
kitch.win,mastodon,3.5.3+glitch,7 ,2 ,3 ,261 ,
mastodon.nirgendwoher.eu,mastodon,4.2.0,2 ,2 ,2 ,6 ,
fv.xonia.es,pleroma,2.5.1,3 ,2 ,2 ,1 ,
social.matthias-bender.de,pleroma,2.5.2-13-g2d193861,1 ,0 ,1 ,0 ,
amenti.eu.org,pleroma,2.5.4-0-g6cd4ae9-released,1 ,1 ,1 ,1 ,
cyanistes.daedelys.org,mastodon,3.5.10,1 ,1 ,1 ,6 ,
derper.space,pleroma,2.5.2-13-g2d193861,1 ,1 ,1 ,16 ,
toot.cloud,mastodon,4.1.2,1 ,1 ,1 ,16 ,
lm.kazv.moe,pleroma,2.5.52-0-gbe1584e5e,22 ,0 ,3 ,59 ,
mstdn.uec.tokyo,mastodon,3.1.4,238 ,11 ,11 ,11731 ,
pleroma.rbq.social,pleroma,2.5.0,2 ,2 ,2 ,99 ,
tjatse.no,mastodon,4.0.3,2 ,0 ,2 ,1 ,
m.antelopelovefan.com,mastodon,3.5.3,1 ,0 ,1 ,49 ,
c1t0d0.ch,mastodon,4.1.0,5 ,0 ,3 ,0 ,
social.over-world.org,mastodon,4.1.2,2 ,1 ,2 ,13 ,
social.vdna.be,mastodon,4.2.0,6 ,3 ,3 ,331 ,
ravens-nest.io,mastodon,4.0.2,4 ,0 ,1 ,4 ,
social.am-networks.fr,mastodon,4.1.4,2 ,2 ,2 ,35493 ,
mastodon.kame.moe,mastodon,4.2.0,2 ,1 ,1 ,54 ,
galacticaactu.al,mastodon,4.2.0,1 ,1 ,1 ,1 ,
micro.hrsn.me,mastodon,4.2.0,1 ,1 ,1 ,17 ,
social.vdavez.com,mastodon,4.2.0,2 ,1 ,2 ,75 ,
flexnet.social,mastodon,4.1.4,3 ,1 ,1 ,67 ,
tje.social,mastodon,4.2.0,2 ,0 ,0 ,13 ,
toot.kra.hn,mastodon,4.1.0,1 ,1 ,1 ,53 ,
hlavac.social,mastodon,4.1.5,3 ,0 ,1 ,28 ,
tracyverse.social,mastodon,4.2.0,2 ,2 ,2 ,7 ,
im.mibo.live,mastodon,4.0.2,3 ,1 ,1 ,90 ,
pwet.what.tf,pleroma,2.5.5,2 ,1 ,1 ,193 ,
mastodon.amererican.com,mastodon,4.1.2,1 ,1 ,1 ,0 ,
social.opticality.com,mastodon,4.2.0,1 ,1 ,1 ,7 ,
sneakerwave.net,mastodon,4.2.0,9 ,4 ,19 ,120 ,
kiwipie.net,mastodon,4.1.4,2 ,1 ,2 ,36 ,
mastodon.altf4.fun,mastodon,4.0.2,3 ,2 ,3 ,3780 ,
fed.alteregocreations.com,mastodon,4.2.0,1 ,1 ,1 ,232 ,
posting.is-super.moe,mastodon,4.1.7,2 ,1 ,1 ,280 ,
neontechnica.lol,mastodon,4.0.2,1 ,0 ,1 ,2 ,
mastodon.rio20.net,mastodon,3.5.3,6 ,1 ,3 ,20 ,
social.sullivanservices.xyz,mastodon,4.0.2,7 ,5 ,7 ,253 ,
gametech.masto.host,mastodon,4.2.0,1 ,0 ,1 ,81 ,
bokormebolet.masto.host,mastodon,4.2.0,1 ,0 ,1 ,1616 ,
tootaloo.me,mastodon,3.5.3,2 ,1 ,1 ,26 ,
sailing.masto.host,mastodon,4.2.0,11 ,1 ,3 ,6 ,
devsigner.best,mastodon,4.1.2,1 ,1 ,1 ,1 ,
onlycosplays.social,mastodon,4.1.9,45 ,3 ,9 ,117 ,
lambdaschmiede.social,mastodon,4.2.0,1 ,1 ,1 ,10 ,
mastodon.jonak.org,mastodon,4.2.0,1 ,1 ,1 ,2 ,
social.muchametow.de,mastodon,4.2.0,1 ,1 ,1 ,1 ,
mastodon.queensnkings.de,mastodon,4.2.0,4 ,3 ,3 ,32 ,
mastodon.dntsk.dev,mastodon,4.0.2,4 ,1 ,2 ,35 ,
tlpbro.nl,mastodon,4.2.0,1 ,1 ,2 ,2 ,
mastodon.cabaal.net,mastodon,4.2.0,1 ,1 ,1 ,55 ,
gefahrengebiet.org,mastodon,4.1.7,3 ,1 ,1 ,34 ,
terrible.computer,mastodon,4.2.0,1 ,1 ,1 ,8 ,
andythompson.social,mastodon,4.1.6,2 ,1 ,1 ,7 ,
ajtaci.club,mastodon,4.2.0,9 ,1 ,1 ,138 ,
mastodon.mdr-services.com,mastodon,4.1.9,3 ,2 ,2 ,87 ,
toot.ipmorris.com,mastodon,4.2.0,1 ,1 ,1 ,1 ,
social.mfojtik.io,mastodon,3.5.3,1 ,1 ,1 ,2 ,
mastodon.behemoth.social,mastodon,4.1.0,1 ,0 ,0 ,0 ,
larsen.social,mastodon,4.1.2,1 ,1 ,1 ,51 ,
the.unforgiven.pl,mastodon,4.0.2,2 ,1 ,1 ,20 ,
troet.church,mastodon,4.2.0,4 ,1 ,1 ,412 ,
vecinos.fi,mastodon,4.2.0,6 ,0 ,4 ,1227 ,
mastadon.dumbthing.org,mastodon,4.1.4,2 ,2 ,2 ,25503 ,
social.cms.garden,mastodon,4.2.0,4 ,0 ,1 ,23 ,
social.hifriends.info,mastodon,4.2.0,1 ,1 ,1 ,14 ,
litrat.online,mastodon,4.2.0,1 ,0 ,0 ,0 ,
twitterexiles.social,mastodon,4.2.0+glitch,3 ,1 ,2 ,2 ,
mastodon.bizkitbros.com,mastodon,4.2.0,2 ,0 ,1 ,2 ,
mastodon.que-sera.io,mastodon,4.0.2,1 ,0 ,1 ,2 ,
woof.lokinet.uk,mastodon,4.2.0,2 ,1 ,1 ,4 ,
mastodon.kember.net,mastodon,4.2.0,1 ,1 ,1 ,5 ,
miteff.co,pleroma,2.4.4,2 ,null,null,3 ,
randomcorner.space,mastodon,4.1.5,2 ,1 ,2 ,229 ,
mastodon.gaide.me,mastodon,4.1.7,1 ,1 ,1 ,5 ,
mastodon.projektchaos.network,mastodon,4.2.0,1 ,1 ,1 ,7 ,
puppybear.social,mastodon,4.1.4,1 ,1 ,1 ,366 ,
spatzenpost.eu,mastodon,4.1.6,19 ,4 ,6 ,43 ,
outer.spaceandtim.es,mastodon,4.2.0,2 ,0 ,1 ,7 ,
social.pulpie.xyz,pleroma,2.5.51-130-g143676f5,1 ,1 ,1 ,35 ,
ostalb.social,mastodon,4.2.0,15 ,9 ,14 ,57 ,
social.gamingecke.space,mastodon,4.2.0,13 ,3 ,4 ,295 ,
yinzer.city,mastodon,4.0.2,6 ,0 ,3 ,11 ,
mas.n0t.net,mastodon,4.1.6,1 ,1 ,1 ,0 ,
m.edgarpierre.fr,mastodon,4.1.3,1 ,1 ,1 ,1 ,
mastodon.mckee.family,mastodon,4.0.2,5 ,2 ,2 ,6 ,
melle.social,mastodon,4.0.2,2 ,2 ,2 ,19 ,
papaya.social,mastodon,4.2.0,1 ,1 ,1 ,3 ,
mastodon.chuckdries.com,mastodon,4.1.0,1 ,0 ,1 ,3 ,
hinzundcode.social,mastodon,4.1.3,1 ,1 ,1 ,4 ,
landwirtschaft.todon.de,mastodon,4.2.0,3 ,2 ,3 ,241 ,
dznr.org,mastodon,4.2.0,1 ,1 ,1 ,18 ,
mastodon.cultuurparticipatie.nl,mastodon,4.1.6,4 ,0 ,3 ,8 ,
ccccoding.club,mastodon,4.2.0,1 ,1 ,1 ,8 ,
social.axidstudios.com,mastodon,4.0.2,3 ,2 ,2 ,8 ,
social.laze.today,mastodon,4.0.4,1 ,0 ,1 ,0 ,
social.djuber.name,mastodon,4.2.0,1 ,1 ,1 ,132 ,
fed.alpha-omega.space,misskey,13.14.1,3 ,null,null,173 ,
social.remotesec.io,pleroma,2.4.2,1 ,null,null,0 ,
social.hetnieuweinstituut.nl,mastodon,3.1.3,27 ,6 ,20 ,138 ,
simon.vreeman.com,mastodon,4.2.0,1 ,1 ,1 ,92 ,
clubmer.com,mastodon,4.2.0,2 ,0 ,1 ,20 ,
owo.ee,mastodon,4.1.7,1 ,2 ,2 ,21 ,
mastodon.doesnotexist.club,mastodon,4.2.0,6 ,3 ,5 ,1312 ,
micro.rumproarious.com,mastodon,4.2.0,1 ,0 ,1 ,8 ,
redcook.social,mastodon,4.2.0,2 ,1 ,1 ,11 ,
social.mattarkin.com,mastodon,4.0.2,1 ,0 ,1 ,6 ,
social.bierochs.org,mastodon,4.2.0,1 ,1 ,1 ,17 ,
braunschweig.social,mastodon,4.2.0,2 ,2 ,2 ,5 ,
m.luvz.me,mastodon,4.0.2,3 ,1 ,2 ,893 ,
franc.quebec,mastodon,4.2.0,1 ,1 ,1 ,11 ,
pleroma.meneeraart.nl,pleroma,2.5.0,1 ,1 ,1 ,0 ,
josa.social,mastodon,4.1.4,10 ,3 ,6 ,46 ,
chat.rittmanchat.org,mastodon,4.1.7,6 ,2 ,4 ,248 ,
bynight.cafe,mastodon,4.2.0,7 ,4 ,7 ,61 ,
mastodon.dygytally.academy,mastodon,4.2.0,2 ,0 ,0 ,4 ,
mastodon.beatrice.wtf,mastodon,4.0.2,1 ,1 ,1 ,1 ,
neso.page,mastodon,4.0.2,29 ,6 ,13 ,2758 ,
glen.social,mastodon,4.2.0,1 ,0 ,1 ,0 ,
sugarfuel.social,mastodon,4.0.2,2 ,0 ,0 ,0 ,
mastodon.net.au,mastodon,4.0.2,2 ,0 ,0 ,14 ,
social.blimped.net,mastodon,4.0.2,6 ,2 ,5 ,105 ,
apub.abstract.properties,pleroma,2.5.5,2 ,1 ,2 ,101 ,
ichraum.social,mastodon,4.2.0,1 ,1 ,1 ,9 ,
wubbel.social,mastodon,4.1.4,30 ,10 ,18 ,779 ,
dropshare.social,mastodon,4.1.2,2 ,2 ,2 ,35 ,
misskey.gochiuma.net,misskey,13.6.1,2 ,null,null,5 ,
join.mttv.it,mastodon,4.1.4,3 ,2 ,3 ,32 ,
mastodon.trand.fr,mastodon,3.5.3,3 ,1 ,2 ,19 ,
social.ericvandam.me,mastodon,4.1.9,2 ,2 ,2 ,1422 ,
kaleido.moe,mastodon,4.0.2,5 ,2 ,3 ,22 ,
social.nsivertsen.com,mastodon,4.2.0,1 ,1 ,1 ,0 ,
pccl.me,mastodon,4.2.0,1 ,1 ,1 ,0 ,
mastodon.le-palantir.com,mastodon,4.0.2,1 ,0 ,1 ,57 ,
xn--trt-tna.eu,mastodon,4.2.0,1 ,1 ,1 ,52 ,
social.nextgamers.eu,mastodon,4.2.0,5 ,4 ,4 ,182 ,
tech.retrotalk.live,mastodon,4.2.0,3 ,0 ,2 ,10 ,
mastodon.trege-soft.com,mastodon,4.2.0,1 ,1 ,1 ,3 ,
social.ctsollars.com,pleroma,2.2.2,4 ,null,null,86 ,
recoveryposse.social,mastodon,4.2.0,1 ,0 ,1 ,22 ,
bms.social,mastodon,4.1.3,51 ,12 ,34 ,825 ,
twoheaded.monster,mastodon,4.2.0,1 ,0 ,0 ,4 ,
techdonuts.uk,mastodon,4.0.2,3 ,1 ,2 ,12 ,
social.fetziverse.de,pleroma,2.5.4-2735-g1f4be2b3,1 ,1 ,1 ,589 ,
cosmopoliteben.com,mastodon,4.0.2,1 ,1 ,1 ,104 ,
emgv.social,mastodon,4.1.1,3 ,1 ,2 ,0 ,
fire.masto.host,mastodon,4.2.0,2 ,0 ,0 ,1 ,
social.stormux.org,pleroma,2.5.52-235-g589301ce-develop,10 ,2 ,7 ,87 ,
maxtodon.lol,mastodon,4.2.0,1 ,1 ,1 ,0 ,
hamro.social,mastodon,4.0.2,15 ,2 ,6 ,28 ,
talk.wack.industries,mastodon,4.2.0,2 ,0 ,0 ,3 ,
masterbatedone.social,mastodon,4.2.0,2 ,1 ,1 ,14 ,
mochi.social,mastodon,4.2.0,4 ,3 ,3 ,4 ,
vymazal.social,mastodon,4.2.0,3 ,3 ,3 ,0 ,
social.frosch03.de,mastodon,3.2.0,15 ,4 ,13 ,115 ,
social.opennerds.org,mastodon,4.1.4,1 ,1 ,1 ,3 ,
social.goudal.net,mastodon,4.1.6,3 ,1 ,1 ,1 ,
pleroma.drmandrewtoad.com,pleroma,2.5.5,1 ,1 ,1 ,6 ,
mirwarso.de,mastodon,4.1.6,4 ,3 ,3 ,3 ,
social.hypernodemedia.com,mastodon,4.0.2,1 ,1 ,1 ,3 ,
mastodon.rlp.schule,mastodon,4.2.0,5 ,0 ,0 ,4 ,
mastodon.akop.online,mastodon,4.2.0,6 ,2 ,2 ,459 ,
espressoapps.social,mastodon,4.0.2,1 ,1 ,1 ,1 ,
tschunk.social,mastodon,4.0.2,6 ,2 ,6 ,12 ,
accessibility.social,mastodon,4.2.0,7 ,2 ,5 ,38 ,
