domai,application,version,accounts,MAU,HYAU,posts
cybercuties.net,mastodon,4.2.10,2,1,1,271
cybermage.sh,mastodon,4.3.0-nightly.2024-07-17+glitch,2,1,1,90
d20.social,mastodon,4.2.10,2,2,2,1521
dark-elves.social,mastodon,4.2.10,2,1,1,216
darknight-coffee-cannabis.club,mastodon,4.2.10,2,1,1,1565
darkpenguin.social,mastodon,4.2.10,2,1,1,8
deepspace.gay,mastodon,4.1.4,2,1,2,231
demiboy.gay,mastodon,4.2.10,2,2,2,4501
derg.zone,mastodon,4.2.10,2,2,2,62
devellight.space,mastodon,4.2.10,2,1,2,8
dev.magincia.cafe,mastodon,4.2.10+magincia-dev,2,1,1,0
devsociety.eu,mastodon,4.2.10,2,2,2,10
digitalstuntfactory.com,mastodon,4.2.10,2,1,1,3505
dkm.cloud,mastodon,4.2.10,2,1,1,95
docviper.de,mastodon,4.2.10,2,2,2,828
dom.ke,mastodon,4.2.10,2,1,1,122
donley.io,mastodon,4.2.10,2,1,2,0
donmasto.com,mastodon,4.2.10,2,2,2,6
don.secretbatcave.co.uk,mastodon,4.2.10,2,1,2,3366
eleusis.social,mastodon,4.0.0rc1,2,2,2,248
f2p.ms,mastodon,4.2.10,2,0,0,0
faith.2pp.uk,mastodon,4.2.10,2,1,1,41
fashionviz.xyz,mastodon,4.2.10,2,1,1,221
federator.de,mastodon,4.2.10,2,2,2,61
fedi.awoo.pet,mastodon,4.2.10,2,1,2,6
fedi.catnip.ee,mastodon,4.2.10,2,1,2,19
fedi.ckir.net,mastodon,4.2.10,2,1,2,1142
fedi.decoded.legal,mastodon,4.3.0-alpha.5+glitch,2,1,1,23
fedi.deemos.club,mastodon,4.2.10,2,1,1,530
fedifriends.social,mastodon,4.2.10,2,2,2,15939
fedi.jawsh.xyz,mastodon,4.2.10,2,1,1,263
fedi.machaj.info,mastodon,4.2.10,2,1,2,181
fedi.mvpgame.dev,mastodon,4.2.10,2,2,2,3057
fedinerds.net,mastodon,4.2.10,2,1,2,672
fedi.neuwirth.priv.at,mastodon,4.2.10,2,1,1,442
fediserve.com,mastodon,4.2.10,2,1,1,2
feistycricket.org,mastodon,4.2.10,2,2,2,2331
felin.social,mastodon,4.2.10,2,2,2,2161
follow.brunopedro.com,mastodon,4.0.2,2,1,1,694
forlorn.computer,mastodon,4.2.10,2,1,1,1138
foule.net,mastodon,4.3.0-alpha.3+glitch,2,2,2,122
foxi.sh,mastodon,4.1.18,2,1,1,380
foxpile.online,mastodon,4.2.10,2,1,2,912
friendhole.social,mastodon,4.2.10,2,2,2,400
ftl.chat,mastodon,4.0.2,2,1,1,278
furrypride.org,mastodon,4.3.0-alpha.5+glitch,2,2,2,165120
fursuit.social,mastodon,4.2.10,2,1,2,39
futurist.info,mastodon,4.2.10,2,1,2,4046
gaken.social,mastodon,4.2.10,2,2,2,23
galegale.online,mastodon,4.2.10,2,1,3,176
ganesha.social,mastodon,4.2.10,2,1,1,0
gay.skid.do,mastodon,4.3.0-alpha.5+glitch,2,2,2,1966
gbo.social,mastodon,4.2.10,2,1,1,104
genista.osrx.chat,mastodon,4.2.10,2,1,2,743
gigant.social,mastodon,4.2.10,2,1,1,432
girldick.party,mastodon,4.2.10,2,1,1,431
glitch.hanntac.net,mastodon,4.3.0-nightly.2024-02-10+glitch,2,2,2,312
goos.social,mastodon,4.2.1,2,0,2,0
grammus.net,mastodon,4.2.10,2,1,1,130
gshep.social,mastodon,4.2.10,2,0,1,84
guild.combinehonnete.com,mastodon,4.2.10,2,0,1,97
gulo.monster,mastodon,4.2.10,2,2,2,255
gursoy.social,mastodon,4.2.10,2,2,2,78
hamilton.social,mastodon,4.2.10,2,2,2,55
harbour.cafe,mastodon,4.0.6,2,1,1,771
hedgebound.net,mastodon,4.1.18,2,1,2,16
hemipenes.club,mastodon,4.2.10,2,1,2,367
hepburn.social,mastodon,4.0.2,2,1,133,338
herstand.social,mastodon,4.2.10,2,0,2,48
higgy.social,mastodon,4.3.0-nightly.2024-07-09+glitch,2,2,2,2368
hi.lysianth.us,mastodon,4.2.10,2,2,2,1
hintz.social,mastodon,4.2.10,2,1,1,17
hobbiton.masto.host,mastodon,4.2.10,2,2,2,2878
hodapp.club,mastodon,4.2.10,2,1,2,108
hola-soy-milk.online,mastodon,4.2.10,2,1,2,790
holme.social,mastodon,4.2.10,2,1,2,132
hordburh.autophagy.io,mastodon,4.2.10,2,2,2,154
hub.gjdwebserver.nl,mastodon,4.2.10,2,1,1,48
hucnet.ch,mastodon,4.2.10,2,1,2,10
hyem.tech,mastodon,4.2.10,2,1,1,2453
hygge.bar,mastodon,4.2.10,2,2,2,20
ibenot.com,mastodon,4.2.10,2,2,2,150
icanteventoot.help,mastodon,4.2.10,2,1,1,209
io.lu,mastodon,4.2.10,2,1,2,60
is.a.horrific.dev,mastodon,4.3.0-alpha.3+glitch,2,1,2,159
ithuna.org,mastodon,4.2.10,2,2,2,11
jabber.net.nz,mastodon,4.2.10,2,2,2,5201
jaesharp.social,mastodon,4.2.10,2,1,1,1878
jcx.nu,mastodon,4.2.10,2,1,2,215
jeffburg.social,mastodon,4.2.10,2,1,1,174
jelliefrontier.net,mastodon,4.2.10,2,2,2,634
jenkins.cc,mastodon,4.2.10,2,1,1,336
jotboard.masto.host,mastodon,4.2.10,2,2,3,738
kachel.social,mastodon,4.2.10,2,1,1,459
karakun.social,mastodon,4.2.10,2,1,2,36
kazee.social,mastodon,4.2.10,2,2,2,209
kclc.us,mastodon,4.2.10,2,1,2,121
kicou.info,mastodon,4.3.0-alpha.5+glitch,2,1,1,3633
kinkworks.com,mastodon,4.2.10,2,1,2,0
kirchner.social,mastodon,4.2.10,2,1,1,103
kitsunet.org,mastodon,4.2.10,2,1,1,427
kopepasah.com,mastodon,4.2.10,2,1,1,378
kvlt.zone,mastodon,4.2.10,2,2,2,65950
lagopine.lgbt,mastodon,4.2.10,2,1,2,160
ldwg.me,mastodon,4.2.10,2,1,1,46
leporid.net,mastodon,4.2.10,2,1,1,384
lfnt.site,mastodon,4.2.10,2,2,2,1226
libertaria.space,mastodon,4.2.8,2,2,2,80
lieurance.social,mastodon,4.2.10,2,2,2,153
lostall.faith,mastodon,4.3.0-alpha.5,2,1,1,110
lounge.swineair.com,mastodon,4.2.10,2,0,1,18
lucitt.social,mastodon,4.2.10,2,1,1,49
luther.social,mastodon,4.2.10,2,2,2,344
m1x.app,mastodon,4.2.10,2,1,1,11
m.aardling.social,mastodon,4.2.10,2,2,4,350
mace.social,mastodon,4.2.10,2,1,1,412
malnacido.com,mastodon,4.2.10,2,1,2,30
m.ansd.xyz,mastodon,4.2.10,2,1,1,34
mapstodon.technology,mastodon,4.2.10,2,2,2,1774
maron.blue,mastodon,4.2.10,2,0,1,112
maro.xyz,mastodon,4.2.10,2,1,2,47
mas.home.monsiteinternet.org,mastodon,4.1.16,2,1,1,1844
mas.skip2.net,mastodon,4.1.18,2,2,2,191
mast.holistichackers.org,mastodon,4.2.10,2,0,0,14
mast.mrrl.me,mastodon,4.2.10,2,1,2,394
masto.al2.in,mastodon,4.2.10,2,2,2,999
masto.alancfrancis.com,mastodon,4.2.10,2,1,1,4217
masto.cyanbane.com,mastodon,4.2.10,2,1,1,184
mastod.no,mastodon,4.2.10,2,1,1,2643
mastodon.0011.lt,mastodon,4.2.10,2,2,2,215
mastodon.activitypub.be,mastodon,4.0.2,2,0,1,320
mastodon.afromunkee.live,mastodon,4.2.10,2,1,1,879
mastodon.airi.tv,mastodon,4.2.10,2,1,2,98
mastodon.akxnet.de,mastodon,4.2.10,2,1,1,0
mastodon.albertoluna.es,mastodon,4.2.10,2,1,2,2
mastodon.alex.net,mastodon,4.2.10,2,0,1,0
mastodon.alljoin.me,mastodon,4.1.0,2,1,1,458
mastodon.aridgwayweb.com,mastodon,4.2.9,2,1,1,997
mastodon.aspisdata.com,mastodon,4.2.10,2,1,1,334
mastodon.b2b-marketing.pl,mastodon,4.2.10,2,1,1,209
mastodon.baie.me,mastodon,4.2.10,2,2,2,8954
mastodon.bierschutzpartei.de,mastodon,4.2.10,2,2,2,3856
mastodon-blablalinux.be,mastodon,4.2.8,2,1,1,889
mastodon.blankdevaux.fr,mastodon,3.5.19,2,1,1,2
mastodon.blueworlds.org,mastodon,4.2.10,2,1,1,6
mastodon.boogstreken.be,mastodon,4.2.10,2,1,1,267
mastodon.boyd.cloud,mastodon,4.1.13,2,1,2,170
mastodon.caille.fr,mastodon,4.2.10,2,1,1,7
mastodon.cannerycoders.com,mastodon,4.1.4,2,1,1,49
mastodon.clausgames.com,mastodon,4.2.10,2,2,2,8
mastodon.cthos.dev,mastodon,4.2.10,2,2,2,1780
mastodon.darkflame.dev,mastodon,4.2.10,2,0,2,0
mastodon.deepak.science,mastodon,4.2.7,2,1,2,53
mastodon.dendiz.xyz,mastodon,4.2.10,2,2,2,674
mastodon.desmu.fr,mastodon,4.2.8,2,2,2,2028
mastodon.farenjihn.cloud,mastodon,4.2.10,2,1,1,0
mastodon.flockofnazguls.com,mastodon,4.2.10,2,2,2,768
mastodon.flying-snail.de,mastodon,4.2.10,2,1,2,2560
mastodon.goip.de,mastodon,4.2.1,2,1,1,99
mastodon.heer.xyz,mastodon,4.2.10,2,1,1,11
mastodon.hors.zone,mastodon,4.2.10,2,1,1,43
mastodon.igl.ooo,mastodon,4.1.9,2,2,2,57
mastodon.joinhaven.us,mastodon,4.2.10,2,0,0,338
mastodon.jonasled.de,mastodon,4.2.8,2,1,3,219
mastodon.kaiserflur.de,mastodon,4.2.10,2,1,1,489
mastodon.kame.moe,mastodon,4.2.10,2,1,1,66
mastodon.keekerdc.com,mastodon,4.2.10,2,1,1,420
mastodon.kelvsyc.com,mastodon,4.2.10,2,1,1,100
mastodon.l0nax.org,mastodon,4.2.10,2,1,2,126
mastodon.laurakalbag.com,mastodon,4.2.10,2,2,2,1200
mastodon.leblanc.io,mastodon,4.2.7,2,1,1,7
mastodon.loopinfinito.fr,mastodon,4.2.7,2,0,2,0
mastodon.lundgrensjostrom.com,mastodon,4.2.9,2,1,2,1
mastodon.mackners.com,mastodon,4.2.10,2,1,2,338
mastodon.madhouse.org,mastodon,4.2.10,2,1,1,508
mastodon.malbela.net,mastodon,4.1.3,2,1,3,60
mastodon.mat.ynh.fr,mastodon,4.2.8,2,1,2,1
mastodon.mayer.rocks,mastodon,4.2.10,2,1,7,178
mastodon.mesothermal.science,mastodon,4.2.10,2,1,2,88
mastodon.missing-deadlines.com,mastodon,4.2.10,2,1,1,223
mastodon.natrinicle.com,mastodon,4.2.10,2,1,1,276
mastodon.nesven.eu,mastodon,4.2.10,2,1,4,12
mastodon.oconnellamethyst.com,mastodon,4.2.10,2,0,1,24
mastodon.ody.si,mastodon,4.2.8,2,1,1,373
mastodon.olpm.eu,mastodon,4.2.10,2,2,2,11
mastodon.overholts.dev,mastodon,4.2.10,2,0,1,20
mastodon.phukuile.com,mastodon,4.1.2,2,1,1,459
mastodon.ptolemaios.fr,mastodon,4.2.10,2,1,1,5351
mastodon.rctatman.com,mastodon,4.2.10,2,0,1,550
mastodon.rydlabs.com,mastodon,4.2.10,2,1,1,178
mastodon.s-a.at,mastodon,4.0.2,2,0,0,1
mastodon.shalott.com,mastodon,4.2.8,2,0,2,67
mastodon.si,mastodon,4.2.10,2,1,2,1
mastodon.siteop.biz,mastodon,4.2.10,2,2,2,106
mastodon.skylord.io,mastodon,4.2.10,2,0,2,0
mastodon.sprawl.club,mastodon,4.2.10,2,2,2,3338
mastodon.suderman.dev,mastodon,4.2.10,2,1,2,12
mastodon.techtriage.guru,mastodon,4.2.1,2,1,2,79
mastodon.tetragir.com,mastodon,4.2.10,2,2,2,155
mastodon.thebeeches.house,mastodon,4.2.10,2,1,2,534
mastodon.theserver.se,mastodon,4.2.9,2,1,2,2
mastodon.tjs.is,mastodon,4.2.10,2,2,2,473
mastodon.try-to-hack.me,mastodon,4.2.10,2,1,1,347
mastodon.unpluggedrva.com,mastodon,4.1.0,2,0,0,0
mastodon.vhome.info,mastodon,4.2.10,2,1,2,510
mastodon.virton13.ovh,mastodon,4.2.8,2,1,1,185
mastodon.vladovince.com,mastodon,4.1.3,2,1,1,3589
mastodon.vofr.net,mastodon,4.2.10,2,1,2,58
mastodon.wasnt.net,mastodon,4.2.10,2,1,1,0
mastodon.wdorff.dev,mastodon,4.2.10,2,2,3,210
mastodon.workingweb.nl,mastodon,4.2.10,2,1,1,5789
masto.duxtec.de,mastodon,4.2.7,2,2,2,4
masto.evelynyap.com,mastodon,4.2.10,2,2,2,4661
masto.ezhevita.dev,mastodon,4.3.0-nightly.2024-07-08+glitch,2,2,2,1041
mastoflute.social,mastodon,4.2.10,2,1,2,1
masto.machlis.com,mastodon,4.2.10,2,2,2,1614
masto.mkm.scot,mastodon,4.2.10,2,2,2,432
masto.nerdy-technician.social,mastodon,4.2.10,2,2,2,1056
masto.nicolastissot.fr,mastodon,4.2.10,2,2,2,1399
masto.nuteburn.com,mastodon,4.2.10,2,2,3,28
masto.syntheticmemory.net,mastodon,4.2.10,2,1,2,24
masto.trtmn.io,mastodon,4.2.10,2,2,2,133
mast.yourautisticlife.com,mastodon,4.2.10,2,1,1,7716
matya.social,mastodon,4.2.10,2,1,1,20
maxpe.todon.de,mastodon,4.2.10,2,0,1,0
m.bohlenlabs.com,mastodon,4.2.10,2,2,2,672
m.bratpfannenberg.com,mastodon,4.2.7,2,1,1,197
m.cedric-florkin.synology.me,mastodon,4.2.10,2,1,2,151
mck.pub,mastodon,4.2.0,2,1,1,246
md.echoplex.info,mastodon,4.1.18,2,0,1,2
megalonyx.social,mastodon,4.2.10,2,1,3,1057
meow.kiwa.space,mastodon,4.2.10,2,2,2,194
m.gy.gl,mastodon,4.2.10,2,1,1,7
misanthrope.social,mastodon,4.2.10,2,1,1,2443
miserables.net,mastodon,4.2.10,2,1,1,1407
mitten.dur.ch,mastodon,4.3.0-alpha.4,2,1,3,311
m.meredith.cc,mastodon,4.2.9,2,1,1,319
mostodon.de,mastodon,4.2.10,2,2,2,9915
mousetodon.social,mastodon,4.2.10,2,1,1,6
m.phase.org,mastodon,4.2.10,2,1,2,4512
m.prettyshiny.org,mastodon,4.2.10,2,2,2,4152
mreow.de,mastodon,4.2.10,2,2,2,116
mrow.pet,mastodon,4.3.0-alpha.3+glitch,2,1,2,1372
mrrob.in,mastodon,4.2.10,2,2,2,125
mrrp.cat,mastodon,4.2.1,2,1,2,24
mstd.gg,mastodon,4.2.5,2,1,1,0
mstdn.adminero.it,mastodon,4.2.10,2,1,1,240
mstdn.axtch.net,mastodon,4.2.10,2,1,2,3182
mstdn.degu.cl,mastodon,4.2.10,2,2,2,529
mstdn.fenslaw.nl,mastodon,4.2.10,2,1,2,1644
mstdn.litschner.com,mastodon,4.2.10,2,0,0,113
mstdn.matthewmcgranahan.me,mastodon,4.2.8,2,2,2,671
mstdn.omer.land,mastodon,4.3.0-alpha.5+glitch,2,1,1,883
mstdn.sidh.bzh,mastodon,4.2.10,2,1,2,1211
mstdn.spin-off.com,mastodon,4.0.2,2,0,0,89
mstdn.swiso.org,mastodon,4.2.10,2,0,0,286
mstdn.ten4ward.social,mastodon,4.2.7,2,1,1,19
mstdn.vigaucho.eu,mastodon,4.2.8,2,1,2,1
mstd.onl,mastodon,4.2.10,2,1,1,767
ms.vg,mastodon,4.2.10,2,1,1,7570
mtd.sysblog.at,mastodon,4.0.2,2,1,1,273
mulberryphotowerx.social,mastodon,4.2.10,2,2,2,31
musee.social,mastodon,4.2.10,2,0,0,2
myf.one,mastodon,4.2.10,2,2,2,2189
myopic.one,mastodon,4.2.10,2,1,2,450
myprivate.social,mastodon,4.2.10,2,2,2,770
nerdcast.space,mastodon,4.2.10,2,1,2,263
nerdistan.cloud,mastodon,4.1.2,2,1,1,9
neverwhe.re,mastodon,4.2.7,2,1,2,1280
nexus.servn.ca,mastodon,4.2.10,2,1,2,12
nfra.club,mastodon,4.2.10,2,2,2,734
nicht-so.social,mastodon,4.2.10,2,2,2,57
nkantar.social,mastodon,4.2.10,2,1,2,1087
nonsense.direct,mastodon,4.2.8,2,1,1,567
nonsequiturs.social,mastodon,4.2.10,2,2,2,385
no-outlet.com,mastodon,4.2.10,2,1,1,1436
noquieromierdas.com,mastodon,4.2.10,2,0,2,1
norse.social,mastodon,4.2.10,2,3,3,0
nya.otter.sh,mastodon,4.3.0-nightly.2024-07-17+glitch,2,2,2,11411
offanon.masto.host,mastodon,4.2.10,2,2,2,57
olifant.fi,mastodon,4.2.10,2,1,3,307
onionslices.social,mastodon,4.2.10,2,1,1,1248
onpartage.autroisieme.top,mastodon,4.2.10,2,2,2,212
osintunleashed.masto.host,mastodon,4.2.10,2,0,2,117
ots.social,mastodon,4.2.10,2,1,2,43
outdoorenthusiasts.space,mastodon,4.1.7,2,0,1,0
palau.pro,mastodon,4.2.7,2,1,2,94
pateti.co,mastodon,4.1.16,2,2,2,16
patuleia.eu,mastodon,4.2.10,2,2,2,437
peasej.me,mastodon,4.2.10,2,1,2,56
p.gow.fr,mastodon,4.0.2,2,1,2,21
plaid.boxpleats.com,mastodon,4.2.10,2,1,2,860
planetboca.com,mastodon,4.2.10,2,0,1,14
porpoise.social,mastodon,4.2.10,2,1,2,31
pouet.april.org,mastodon,4.2.10,2,1,1,6696
pourparlers.social,mastodon,4.1.4,2,1,1,109
primarycare.social,mastodon,4.2.10,2,1,2,12
prowniesoftware.net,mastodon,4.2.10,2,2,2,350
pub.kreig.rocks,mastodon,4.2.5,2,1,1,8
publicidentity.net,mastodon,4.2.10,2,2,2,570
pub.str.rs,mastodon,4.2.10,2,0,2,0
pxi.social,mastodon,4.2.10,2,2,2,1935
queer.town,mastodon,4.2.10,2,1,1,207
radon.social,mastodon,4.2.10,2,2,2,10015
rattodon.nexus,mastodon,4.2.10,2,1,1,2409
real.badanalys.is,mastodon,4.2.10,2,2,2,5
remeika.social,mastodon,4.2.10,2,1,1,15
revcybertrucker.com,mastodon,4.2.10,2,2,2,904
roark.voluminum.net,mastodon,4.2.7,2,2,2,15769
roastbeast.org,mastodon,4.2.10,2,1,2,17
rob365.online,mastodon,4.2.10,2,2,2,645
rocketsnail.masto.host,mastodon,4.2.10,2,2,2,6214
root.moose.ca,mastodon,4.2.10,2,2,2,201
roshless.me,mastodon,4.2.10,2,2,2,94
rubi.gd,mastodon,4.2.9,2,1,2,337
runty.social,mastodon,4.2.10,2,1,2,15
sailstrails.cafe,mastodon,4.2.10,2,0,0,198
scl.kaffeemonster.com,mastodon,4.2.10,2,2,2,1565
scl.zmb.cm,mastodon,4.2.9,2,2,2,57
scoat.es,mastodon,4.2.10,2,1,1,1651
sc.sigmaris.info,mastodon,4.2.10,2,1,1,196
scull.social,mastodon,4.2.8,2,2,2,0
secluded.ch,mastodon,4.2.10,2,2,2,1449
selent.ca,mastodon,4.2.10,2,2,2,8
sheffield.pub,mastodon,4.1.4,2,0,0,35
shellbytes.me,mastodon,4.2.8,2,2,2,379
shermdog.com,mastodon,4.1.9,2,1,1,0
shirtless.gay,mastodon,4.2.10,2,2,2,7052
shrimp.quest,mastodon,4.2.8,2,1,2,263
sick.social,mastodon,4.1.3,2,0,1,98
slkr.space,mastodon,4.2.10,2,0,2,2
smeap.com,mastodon,4.2.10,2,1,1,8776
sns.neonka.info,mastodon,4.2.10,2,1,1,227
social.1xx.io,mastodon,4.2.10,2,1,1,121
social.a11y.fr,mastodon,4.2.10,2,1,1,267
social.abakas.com,mastodon,4.2.10,2,1,2,0
social.adlerhorst.net,mastodon,4.2.10,2,1,1,633
social.adm.ink,mastodon,4.2.10,2,2,2,2023
social.agroecologymap.org,mastodon,4.2.10,2,2,2,1007
social.anufrij.de,mastodon,4.3.0-nightly.2024-07-02,2,2,2,1684
social.atypique.net,mastodon,4.1.18,2,1,2,48886
social.avery.cafe,mastodon,4.2.10,2,1,1,5156
social.balad.in,mastodon,4.2.10,2,1,1,597
social.blach.io,mastodon,4.2.10,2,2,2,373
social.boeckli.net,mastodon,4.2.10,2,2,2,350
social.br0ken.de,mastodon,4.3.0-nightly.2024-07-05-security,2,1,1,2
social.bwpost.online,mastodon,4.2.10,2,0,3,5
social.ceod.net,mastodon,4.3.0-alpha.0,2,0,2,68
social.clawhammer.net,mastodon,4.2.10,2,2,2,299
social.cloudonaut.io,mastodon,4.2.10,2,2,2,900
social.codehearth.com,mastodon,4.2.10,2,1,2,147
social.colinmartin.com,mastodon,4.2.10,2,1,1,11
social.context.town,mastodon,4.2.10,2,2,2,10
social.cooltux.net,mastodon,4.2.10,2,1,2,1200
social.datenschutz-guru.de,mastodon,4.2.10,2,2,2,331
social.dave-vlab.com,mastodon,4.0.2,2,1,1,8
social.densco.net,mastodon,4.2.10,2,1,2,1745
social.dragonsare.gay,mastodon,4.2.9,2,1,1,55
social.edzilla.info,mastodon,4.2.10,2,1,2,60
social.emisocks.com,mastodon,4.1.3+glitch,2,1,1,30814
social.etwas42.de,mastodon,4.2.10,2,2,2,261
social.fd-ag.de,mastodon,4.2.8,2,0,2,1
social.findmyown.space,mastodon,4.1.18,2,1,2,975
social.forestroad.xyz,mastodon,4.2.10,2,1,4,437
social.foxes.life,mastodon,4.2.10,2,2,2,3061
social.franco.net.eu.org,mastodon,4.2.10,2,1,1,98
social.funkwhale.audio,mastodon,4.2.8,2,1,2,25
social.genky.duckdns.org,mastodon,4.2.10,2,1,1,4
social.golurk.de,mastodon,4.2.10,2,2,2,355
social.gt-mod.site,mastodon,4.2.10,2,1,2,70
social.hackingand.coffee,mastodon,4.2.10,2,2,2,46
social.halfast.com,mastodon,4.2.10,2,1,1,139
social.halfling13.com,mastodon,4.2.10,2,1,3,58
social.halfrealm.com,mastodon,4.2.10,2,1,1,200
social.ifthenel.se,mastodon,4.2.7,2,2,2,987
social.iheartmichelle.com,mastodon,4.2.10,2,1,1,2261
social.ivydra.com,mastodon,4.2.9,2,1,2,55
social.j62.de,mastodon,4.2.10,2,1,1,38
social.jeronimodesign.com,mastodon,4.2.10,2,1,1,79
social.jpa.com,mastodon,4.0.2,2,0,0,0
social.jpoehnelt.dev,mastodon,4.2.8,2,1,2,25
social.jvan.be,mastodon,4.1.16,2,1,2,189
social.kapellen.onl,mastodon,4.2.10,2,2,2,8
social.kenodriscoll.com,mastodon,4.2.10,2,1,1,216
social.kghorvath.com,mastodon,4.2.10,2,1,1,219
social.klaps.me,mastodon,4.2.10,2,1,1,37
social.koeia.de,mastodon,4.2.9,2,1,2,43
social.kraftw3rk.de,mastodon,4.2.10,2,2,2,96
social.kubiak.me,mastodon,4.2.10,2,1,2,247
social.laboratomium.de,mastodon,4.2.10,2,1,1,38
social.lacheiner.at,mastodon,4.2.10,2,2,2,12
social.learntosolveit.com,mastodon,4.2.9,2,1,27,98
social.librenode.org,mastodon,4.2.10,2,1,2,8
social.lilac.lab.shortcord.com,mastodon,4.3.0-alpha.5+glitch+cat+1.0.0,2,2,2,7670
social.lokinet.uk,mastodon,4.2.10,2,1,2,0
social.mailpace.com,mastodon,4.2.10,2,1,1,45
social.markofall.com,mastodon,4.2.10,2,1,1,8
social.mbbit.de,mastodon,4.2.10,2,1,1,163
social.mcqn.com,mastodon,4.2.10,2,2,2,109
social.michels.xyz,mastodon,4.2.10,2,2,2,699
social.mottokrosh.com,mastodon,4.2.10,2,1,2,75
social.myconan.net,mastodon,4.3.0-alpha.5+glitch,2,1,1,1205
social.nahuelwexd.com,mastodon,4.2.10,2,0,1,1517
social.nathandyer.me,mastodon,4.2.10,2,1,2,301
social.nettek.at,mastodon,4.2.10,2,1,2,96
social.northbaypython.org,mastodon,4.2.10,2,1,1,568
social.oberhauser.space,mastodon,4.2.10,2,1,2,386
social.omaelse.de,mastodon,4.2.8,2,0,2,12
social.owlcode.tech,mastodon,4.3.0-alpha.5,2,1,1,19
social.paulderaaij.nl,mastodon,4.2.10,2,1,1,622
social.pengins.dev,mastodon,4.2.10,2,1,1,51
social.pixelpusher.no,mastodon,4.2.10,2,1,1,209
social.pixels.pizza,mastodon,4.2.10,2,1,1,10839
social.producer-network.de,mastodon,4.2.10,2,1,2,103
social.rdl.ph,mastodon,4.2.10,2,1,1,1343
social.skaperiet.no,mastodon,4.2.10,2,0,2,14
social.skrasek.us,mastodon,4.0.1,2,1,2,764
social.skynetcloud.site,mastodon,4.2.10,2,2,2,81438
social.spheron.one,mastodon,4.2.10,2,2,2,118
social.sqrrl.xyz,mastodon,4.2.7,2,1,2,515
social.sublingual.xyz,mastodon,4.2.10,2,1,1,4035
social.t12.online,mastodon,4.2.10,2,2,2,244
social.team-unix.de,mastodon,4.2.10,2,1,9,73
social.theboxcollective.org,mastodon,4.2.8,2,1,1,125
social.thej.in,mastodon,4.2.10,2,2,2,916
social.thirdstage.ca,mastodon,4.2.10,2,2,2,74
social.trackers-world.org,mastodon,4.2.8,2,1,2,4
social.transrights.art,mastodon,4.1.4,2,1,1,237
social.trizz.io,mastodon,4.2.10,2,2,2,30
social.tsun.co,mastodon,4.2.10,2,1,1,1931
social.tumelum.de,mastodon,4.2.10,2,1,1,722
social.u2s.cloud,mastodon,4.2.10,2,1,1,1320
social.ulysses.app,mastodon,4.2.10,2,2,2,145
social.webitel.me,mastodon,4.2.10,2,2,2,1457
social.weiznich.de,mastodon,4.2.10,2,1,1,66
social.wethethinking.com,mastodon,4.2.10,2,1,2,0
social.winter.ink,mastodon,4.2.10,2,1,1,1650
social.yeschenko.com,mastodon,4.2.9,2,1,2,424
social.yoyodyne-it.eu,mastodon,4.2.10,2,2,2,199
social.zachcapalbo.com,mastodon,4.0.13 (with modifications),2,1,1,64
soc.nes.sh,mastodon,4.2.10,2,0,0,1
soc.sekundenklebertransportverbot.de,mastodon,4.3.0-alpha.5+glitch,2,2,2,972
soc.stepman.guide,mastodon,4.2.10,2,1,1,174
solosociety.social,mastodon,4.2.10,2,2,2,21
some.skrolli.fi,mastodon,4.3.0-alpha.5+glitch,2,0,2,25
soundbyte.social,mastodon,4.2.10,2,0,0,171
srilanka.rasitha.dynu.com,mastodon,4.2.10,2,2,2,5
stadtmg.social,mastodon,4.2.10,2,2,2,2200
stareinto.space,mastodon,4.2.10,2,0,1,629
stoney.monster,mastodon,4.2.10,2,1,1,1514
strandgut.net,mastodon,4.2.10,2,2,2,108
suckersforstatus.social,mastodon,4.2.10,2,1,2,44
sunshinecoast.social,mastodon,4.2.10,2,0,2,4
s.voxint.net,mastodon,4.3.0-alpha.5+glitch,2,2,2,118
sweetme.at,mastodon,4.2.8,2,1,1,1144
symas.social,mastodon,4.2.10,2,1,2,188
systems.social,mastodon,4.2.10,2,1,1,1520
taedcke.social,mastodon,4.2.10,2,2,2,20
talk.drdiddlybadger.com,mastodon,4.2.10,2,1,2,372
tassaron.com,mastodon,4.1.15,2,1,1,4157
tastybugs.club,mastodon,4.2.10,2,2,3,1843
telemoritz.de,mastodon,4.2.10,2,1,2,12
teqqy.social,mastodon,4.2.10,2,1,1,1158
tew.social,mastodon,4.2.10,2,0,1,2
theclacks.cloud,mastodon,4.2.10,2,1,2,219
the.tonytiger.club,mastodon,4.2.10,2,2,2,133
thomasjpr.social,mastodon,4.2.10,2,1,1,107
tigr.dad,mastodon,4.2.10,2,2,2,504
tinfoil.social,mastodon,4.2.10,2,1,1,10
tlv.cool,mastodon,4.2.10,2,2,2,634
todfox.site,mastodon,4.3.0-alpha.5+glitch,2,1,1,182
tolppa.thermopylas.fi,mastodon,4.2.5,2,1,1,34
toot.berdaguermontes.eu,mastodon,4.2.10,2,1,1,19
toot.coinfundit.com,mastodon,4.1.13,2,2,2,584
toot.con-centric.com.au,mastodon,4.2.3,2,1,1,58
toot.coupou.fr,mastodon,4.2.10,2,1,1,365
toot.d3fc0n.one,mastodon,4.2.10,2,1,2,34
